gene_id	WT_VLCO2_1	WT_VLCO2_0	WT_LoCO2_0	WT_LoCO2_1	WT_HiCO2_0	WT_HiCO2_1	cia5_VLCO2_0	cia5_VLCO2_1	cia5_LoCO2_0	cia5_LoCO2_1	cia5_HiCO2_0	cia5_HiCO2_1
Cre01.g000017	1.38799	1.01689	1.32827	1.91663	0.98516	0.425675	0.401364	0.623841	0.57915	0.331207	0.520093	0.251401
Cre01.g000033	0.88935	1.47108	1.62151	1.40447	0.531886	0.281014	0.119224	0.196418	0.0409608	0.0655484	0	0.0829759
Cre01.g000050	1.37792	1.91059	2.00838	1.57641	2.48265	2.76624	1.71265	2.04393	2.6799	2.65688	2.67774	3.25076
Cre01.g000100	2.17338	1.96391	2.28331	1.69717	2.01762	1.16588	1.92939	2.1771	1.74142	1.62637	1.47145	1.14933
Cre01.g000150	15.2937	9.6188	11.3494	13.774	11.3691	5.66748	1.86705	1.83816	6.00087	5.67134	11.0412	9.51466
Cre01.g000200	6.08901	7.22494	7.82021	5.77964	3.59184	3.2781	3.83882	4.31782	3.75542	4.21168	3.70095	4.17733
Cre01.g000250	16.9888	18.0118	19.8184	21.8381	22.9352	22.3978	20.8489	21.6801	22.0229	26.463	28.4562	22.9676
Cre01.g000300	17.3404	17.0311	14.3796	23.519	12.5529	13.3935	28.7397	27.5173	15.5804	19.3144	16.0036	13.1571
Cre01.g000350	83.8169	51.2468	65.5295	65.8908	49.6477	42.5322	43.5802	56.506	54.0618	70.1579	81.3193	66.613
Cre01.g000400	7.96191	6.95462	8.11006	9.07815	8.34636	7.37456	11.827	9.86932	11.9239	11.5275	8.35459	11.9876
Cre01.g000450	8.90319	6.43026	6.55468	10.129	10.094	11.8817	8.63298	8.94132	8.55918	8.37459	10.0563	9.85435
Cre01.g000500	5.33808	3.47239	3.99379	5.82962	9.70066	8.84836	10.9517	13.1068	9.70039	13.1925	12.1595	8.66406
Cre01.g000550	0.0477386	0.182835	0.12936	0	0.0785005	0.0622228	0.234649	0.298141	0.241849	0.0773851	0.130197	0.195969
Cre01.g000600	7.2782	3.84676	3.62173	10.4939	12.6024	20.0097	13.8411	13.0852	20.0687	21.926	25.4248	28.3272
Cre01.g000650	13.1143	3.52857	1.15702	8.4242	0.947309	2.8047	55.741	43.4037	14.6268	12.3187	4.08969	4.64273
Cre01.g000700	1.21867	0.943432	0.815057	0.486944	0.994897	0.720988	0.790191	1.24155	0.788164	0.903714	0.825056	1.09102
Cre01.g000750	4.03523	4.39961	2.83158	2.86915	3.11954	3.06047	2.65986	2.97814	2.3397	2.55217	2.3325	2.36981
Cre01.g000800	2.98773	2.72383	4.25191	4.45563	4.39709	5.03248	5.35811	6.60803	7.2321	8.36329	10.0957	10.754
Cre01.g000850	50.7686	46.1418	56.9441	67.2436	87.5586	69.0193	86.7869	92.4622	84.1691	88.7808	101.807	99.596
Cre01.g000900	36.4389	33.3598	32.0718	26.1981	25.9761	28.5978	41.8129	47.9421	28.3514	36.9848	35.9427	25.425
Cre01.g000950	0.899211	1.42517	1.91585	0.524077	1.12182	0.538868	0.243859	0.559499	0.816859	0.552965	0.676611	0.636439
Cre01.g001000	2.42961	1.09336	0.790043	2.00761	0.639236	2.28008	1.57638	1.36563	1.62474	1.2997	0.728894	1.04723
Cre01.g001100	39.7918	34.479	38.1397	48.7369	37.7082	52.7372	31.6765	34.0354	35.483	46.0504	52.5198	51.0384
Cre01.g001150	2.2621	2.34235	2.02125	1.39582	1.81152	1.24356	1.07101	1.75507	1.22548	1.48135	1.45175	1.01385
Cre01.g001200	2.34794	4.38988	4.04522	1.65822	5.73003	3.60089	2.32783	2.08136	1.70794	1.78061	1.97896	1.28714
Cre01.g001250	1.55701	2.15504	2.31762	0.854306	2.22065	1.36109	0.350374	0.344872	0.408641	0.349614	0.690508	0.327269
Cre01.g001300	0.166855	0.149423	0.12249	0.17689	0.401155	0.257234	0.338625	0.336039	0.305388	0.248582	0.347302	0.160183
Cre01.g001350	1.73202	1.92035	1.44928	1.54075	1.83224	2.03309	1.165	1.32854	1.601	1.67492	2.18255	1.6216
Cre01.g001400	5.57179	1.31538	0.620443	4.12096	2.27996	3.29954	3.47023	3.85281	2.64869	2.53616	1.97739	1.21411
Cre01.g001450	7.95717	1.03906	0.901801	3.15848	0.912076	2.57714	2.73789	3.28858	2.19888	2.37504	1.87462	1.8931
Cre01.g001501	0.906083	0.799063	0.697813	0.403011	1.04558	0.725172	1.03137	1.12513	1.18382	0.908322	1.58241	0.978817
Cre01.g001550	18.8164	16.1126	18.621	20.9308	35.4406	29.3423	61.7119	70.776	64.1591	66.1467	78.9495	64.3838
Cre01.g001600	3.21953	6.82187	6.72019	2.89445	4.61879	2.47019	4.61289	3.23288	3.22746	3.35958	3.5191	2.84718
Cre01.g001650	1.30053	0.889658	0.604279	0.348908	1.12047	0.605399	0.821927	1.25749	1.12953	1.12982	1.35174	1.00106
Cre01.g001657	39.5596	18.8657	19.5621	19.0651	20.3295	19.7523	16.5982	14.0203	18.2815	18.7473	21.4292	24.8023
Cre01.g001664	4.91192	3.46815	3.70046	3.36145	6.70933	7.59587	3.76489	4.18967	4.80833	4.9611	7.98722	8.62966
Cre01.g001671	0	0.0626462	0.141836	0.122819	0.0717261	0.0568283	0	0	0	0	0	0
Cre01.g001678	8.70032	7.8431	7.39337	6.13072	7.05562	6.44945	4.02661	3.83553	4.24376	3.69379	3.72319	4.06078
Cre01.g001685	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g001700	1.30365	1.69376	1.49132	0.748065	1.78048	0.952979	2.49185	2.67017	1.88692	2.02052	2.17225	1.42278
Cre01.g001750	19.8952	17.6713	18.63	27.0571	50.6774	47.7596	39.2039	37.8496	47.0969	51.7958	55.1138	64.7557
Cre01.g001800	6.31854	7.04214	6.16391	7.07216	6.59434	5.33668	7.42897	6.68222	6.60696	6.71922	7.12294	6.95136
Cre01.g001950	7.26569	5.90478	5.40717	3.76153	5.21041	3.92457	5.13511	5.69739	4.97431	5.41287	5.39273	4.83679
Cre01.g001983	65.5348	43.9386	43.766	58.9515	25.0112	31.397	44.2153	55.0734	38.431	41.9305	52.9175	44.9091
Cre01.g002050	13.1204	7.16675	5.97975	7.8959	4.64216	6.39998	6.30255	8.13278	5.64994	8.29067	7.50979	5.50843
Cre01.g002100	3.20418	2.79838	3.33215	2.92736	3.18024	2.95354	1.31954	1.47222	2.23747	2.68465	3.91653	3.33274
Cre01.g002150	4.79978	1.36754	0.903064	4.1717	0.782874	4.75668	3.31473	2.97363	2.65276	2.3155	1.40679	2.97187
Cre01.g002200	21.4751	16.0143	15.5969	14.9921	27.1445	26.2058	22.1241	19.6553	30.7507	26.5946	43.5121	54.3386
Cre01.g002201	0.983383	0.884992	0.904896	0.16797	1.70013	1.60662	0.615497	0.682458	0.876051	0.942979	1.62561	0.856727
Cre01.g002203	0.192825	0.092313	0.0522511	0.045265	0.0528464	0.125665	0.213253	0.183983	0.341905	0.195359	0.131473	0.272097
Cre01.g002227	2.30626	3.42984	2.43493	2.50747	4.92534	2.21494	3.22203	3.70845	3.38239	4.0362	5.46571	6.10436
Cre01.g002234	0.935261	2.06896	1.52113	1.64905	1.9943	1.48295	2.40091	1.78542	1.73745	2.43303	2.26854	3.19974
Cre01.g002250	18.0543	12.4269	11.0969	15.6661	12.7257	12.5364	23.6125	32.1966	22.2545	35.5478	28.1081	23.5748
Cre01.g002300	487.307	491.054	447.865	648.553	583.356	775.56	553.246	566.6	564.063	645.333	828.453	967.812
Cre01.g002350	9.07347	11.549	9.59032	7.41938	8.53895	8.01569	5.87234	5.14318	6.58881	5.97667	8.28504	8.8464
Cre01.g002400	17.7793	12.3678	14.3209	9.55955	11.8138	9.48744	19.0031	18.7015	18.39	16.9961	12.7538	17.2637
Cre01.g002451	6.8632	8.08671	8.64116	4.5926	6.92246	6.03224	14.969	16.4929	13.9894	13.056	12.4187	9.14938
Cre01.g002500	308.693	197.797	290.494	424.861	560.875	395.626	712.029	758.469	595.447	665.588	586.131	498.056
Cre01.g002550	9.61966	8.92788	6.34948	5.92931	6.03887	4.9733	6.39255	6.91802	4.68287	4.72625	4.32398	3.97099
Cre01.g002600	0.193039	0.110915	0.125561	0.181261	0.084661	0.167739	0.0759097	0.0267975	0.0782387	0.0625998	0.140429	0.118868
Cre01.g002650	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g002700	1.67486	2.02561	2.00645	0.889802	1.47366	0.727676	1.27819	1.54448	1.31741	1.41103	1.10186	0.678488
Cre01.g002750	0.300269	0.45194	0.976719	0.443081	0.188119	0.22363	0.0843089	0.208418	0.130368	0.0347353	0.156015	0.176077
Cre01.g002787	1.01431	0.605302	0.67809	0.952428	0.418709	0.343393	0.4597	0.726488	0.66733	0.549689	0.401058	0.155461
Cre01.g002824	1.06788	0.958996	0.796124	1.19073	0.439197	0.521953	0.656172	1.43679	0.811566	0.487218	0.546482	0.205502
Cre01.g002861	3.34102	3.28167	3.31732	4.37028	2.52957	2.24867	1.51876	2.11016	1.67298	1.87004	1.50073	0.931484
Cre01.g002900	3.79676	3.47235	2.33979	8.34558	2.36645	2.47436	8.82324	11.3892	4.89674	8.19167	5.96833	3.18842
Cre01.g002950	4.65905	4.81711	4.73801	3.13591	4.97282	4.37087	2.95894	2.57573	3.75994	3.77734	4.08683	4.61231
Cre01.g003000	0.961285	0.954615	0.849094	1.00293	0.273244	0.40218	0.140003	0.197686	0.324672	0.317488	0.161867	0.182695
Cre01.g003050	1.41171	0.946114	0.956287	0.729068	1.35406	0.843349	1.23165	1.13868	1.10853	1.10118	0.785988	0.688163
Cre01.g003100	0.226814	0.144793	0	0	0	0	0.111478	0.0262171	0.0382839	0.0612763	0	0.0387769
Cre01.g003150	3.68618	2.78088	3.81402	3.14661	3.58194	4.02809	3.5414	3.44954	5.29117	4.7761	6.52494	5.9611
Cre01.g003200	1.7146	4.02677	3.8061	1.64832	3.35709	1.63177	3.21069	4.25051	3.14374	3.21048	2.67291	2.22055
Cre01.g003250	0.0882569	0.042261	0.0478412	0	0.193545	0.115035	0	0.0612646	0.0447137	0.107337	0.0802623	0.0905782
Cre01.g003300	0	0	0.138293	0	0.0466228	0	0	0	0	0	0	0
Cre01.g003376	2.10438	1.86902	1.95051	3.72287	6.72067	9.08988	3.53788	4.84696	12.5462	10.4821	20.27	22.4418
Cre01.g003450	2.19743	3.24972	3.52038	1.81107	5.13964	3.60729	2.97677	3.49079	3.41177	4.55233	4.4605	3.43306
Cre01.g003463	17.8329	7.79689	8.73815	9.73598	6.15961	9.41063	6.03042	4.70902	6.54547	4.81819	5.13281	6.82469
Cre01.g003475	1.04426	1.71428	1.09161	0.665371	0.531578	0.129628	0.219985	0.1812	0.151156	0.30235	0.305214	0.459305
Cre01.g003487	4.85315	3.67935	3.68289	2.69625	5.45425	3.90081	4.93013	4.49155	4.42573	3.86907	4.78103	4.44118
Cre01.g003500	0.986237	1.25299	1.0888	0.588526	1.1012	0.704805	0.752041	0.709773	0.438921	0.380904	0.820964	0.482405
Cre01.g003508	4.19557	5.38463	6.09562	2.15562	2.08397	0.550293	1.08961	1.15467	1.60435	0.899118	0.864416	0.324999
Cre01.g003516	17.3819	13.9614	15.5433	11.3343	4.68435	2.64316	3.37002	3.19969	3.64464	2.77851	1.95329	2.40322
Cre01.g003524	8.72153	7.6832	6.6835	6.92034	6.48186	6.20223	8.32461	10.0374	7.03947	8.24949	6.75734	4.74615
Cre01.g003532	1.16435	1.11473	0.946442	0.847316	1.08486	0.531169	0.600917	0.828032	0.663594	0.684085	0.555628	0.56758
Cre01.g003541	0	0.0375938	0.0425578	0.0368618	0	0	0	0.0272485	0.0397773	0	0.035698	0.0805784
Cre01.g003550	7.30261	17.0373	15.8017	7.7014	9.82802	7.62409	13.3132	17.2832	16.731	22.3736	24.3271	20.7215
Cre01.g003600	0.138564	0	0	0.390328	0	0.120403	0.204343	0.38491	0.421225	0.280988	0.567301	0.782185
Cre01.g003650	7.36452	7.9965	10.1215	10.7124	7.02884	7.97057	7.7247	7.59831	6.99564	6.52962	6.69611	6.84948
Cre01.g003700	1.33308	1.17937	1.26194	0.728865	1.29481	0.630503	0.613769	0.73761	0.906157	0.943592	0.920321	0.935136
Cre01.g003751	0.440575	0.381217	0.330551	0.238669	0.733641	0.743577	1.60746	2.41575	1.85422	1.86049	1.74798	1.15641
Cre01.g003800	1.78371	2.29874	2.18095	1.84666	3.43403	2.772	2.89993	3.24443	3.19744	2.81668	2.24477	1.40808
Cre01.g003826	3.60868	4.83034	6.04608	5.35229	6.96926	6.52086	9.63513	6.74608	5.90028	5.48575	4.5868	5.38701
Cre01.g003850	8.01065	20.5224	29.9115	12.5281	23.8494	16.3427	2.08068	1.37581	4.31619	3.08365	5.16375	5.80148
Cre01.g003950	24.0971	24.6715	23.5795	35.3734	0.428756	1.20278	0.266201	0.180898	0.193066	0.138144	0.0820169	0.133787
Cre01.g004000	11.1567	21.3722	18.7069	15.768	20.9382	11.1937	27.6473	25.9144	19.1719	21.7802	15.4843	15.7592
Cre01.g004050	0.159433	0.152743	0	0.0748525	0.174882	0.0692685	0	0.0553701	0.0807794	0	0	0.163638
Cre01.g004124	13.2131	7.1843	6.43583	15.5927	19.3912	26.0468	2.28079	1.82218	1.96158	1.87293	2.27696	1.90482
Cre01.g004157	2.55781	2.80467	5.14095	3.52597	15.3898	11.302	3.12071	1.98211	2.67425	2.49152	3.8745	3.4347
Cre01.g004200	3.6923	2.61205	2.77852	2.95911	2.73283	3.1062	2.75121	3.01909	2.14459	2.80201	2.20213	1.64121
Cre01.g004250	39.5677	29.648	28.722	36.3155	24.1533	26.3681	35.2958	35.2787	29.3441	34.2848	28.6157	25.1414
Cre01.g004300	71.2937	26.3731	40.1997	103.73	182.747	226.531	143.036	158.901	198.636	230.221	278.013	268.309
Cre01.g004350	10.0278	8.99388	8.14516	8.55783	6.79075	7.45616	11.7297	11.8914	8.87431	9.19786	9.255	9.56169
Cre01.g004400	38.5593	7.76493	8.07991	43.2789	10.0578	29.4508	22.9395	22.0071	22.6478	17.8671	12.5159	15.881
Cre01.g004450	39.0679	33.9152	47.3758	64.9028	83.0482	70.8249	119.553	114.743	123.519	142.108	158.394	153.696
Cre01.g004500	159.248	151.186	174.145	179.756	198.91	183.779	260.738	297.808	299.094	351.532	383.588	342.475
Cre01.g004550	6.1125	6.08567	5.37053	6.04465	5.03101	4.87024	5.6296	7.00311	5.49369	6.51746	5.8888	3.66791
Cre01.g004600	3.3301	4.14067	3.26874	2.53029	2.39138	2.46792	1.54272	1.67288	1.2798	1.09173	1.43326	1.26484
Cre01.g004651	9.39373	6.15343	6.66634	9.66373	4.54536	8.2826	3.39538	2.87805	2.30971	2.96943	2.57652	2.55211
Cre01.g004700	2.31598	4.3527	6.76315	2.4256	9.0877	5.80512	5.51745	4.70298	5.86727	5.85455	11.1066	15.3598
Cre01.g004750	1.05049	4.28165	1.48249	0.95388	3.0174	0.916672	0.460929	0.433913	0.277126	0.190055	0.284234	0.28069
Cre01.g004800	10.5844	23.259	15.4372	12.6745	21.0564	12.4265	1.40294	1.54749	0.933868	0.867599	1.78408	1.92228
Cre01.g004850	1.27726	4.58209	3.35731	1.00633	3.87834	0.995046	1.18344	1.38528	1.071	1.14214	1.09425	0.798518
Cre01.g004900	11.7502	47.2877	34.7722	11.9948	14.8357	9.36711	1.5897	2.99372	1.42001	1.39869	3.18667	2.15742
Cre01.g004926	0	0.195802	0	0	0	0	0	0	0	0	0	0.209546
Cre01.g004950	23.8786	21.4385	24.5466	23.6228	28.0991	25.2322	16.642	15.2432	17.6711	18.0118	25.3988	27.1322
Cre01.g005001	8.08907	10.0471	13.7526	10.0415	11.5033	11.0199	13.0075	13.044	14.2401	14.4572	16.091	22.0924
Cre01.g005050	186.326	167.644	185.518	250.566	198.005	229.734	165.261	158.064	161.78	148.812	145.086	174.393
Cre01.g005100	1.56525	3.43344	3.28462	3.03431	5.0938	5.13329	3.47474	2.87438	3.786	3.15261	4.40862	3.99018
Cre01.g005126	0	0	0	0	0.417354	0	0	0.529637	0	0.309312	0	0
Cre01.g005150	323.881	264.033	276.585	333.905	53.9425	47.1086	197.013	191.172	80.8698	75.1546	44.7389	48.7884
Cre01.g005200	0.822348	1.69993	1.72183	1.19336	1.57754	0.76329	0.551187	0.363104	0.643845	0.605874	0.322796	0.249344
Cre01.g005250	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g005300	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g005350	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g005400	0.231448	0.14782	0.167339	0.0724421	0.0846227	0.0670379	0.682654	0.428677	0.312711	0.751053	0.280803	0.237551
Cre01.g005450	34.4773	18.0031	17.1236	31.2825	13.4937	19.0187	22.1862	23.2145	17.0766	22.0063	19.3939	14.9106
Cre01.g005500	6.22547	7.35441	7.1278	6.65542	5.40676	5.29246	5.00731	4.97478	6.03475	4.17229	3.43022	4.25933
Cre01.g005534	4.98678	9.86278	7.02134	6.47583	5.12228	4.60979	3.12965	2.35939	2.68806	2.23909	3.09101	4.13844
Cre01.g005543	0.191648	0.183824	0	0	0	0.16653	0	0.133375	0.194248	0.623138	0.349468	0
Cre01.g005550	3.81005	7.76647	7.47318	8.67756	4.9796	4.50819	5.65877	4.72989	5.33951	4.34075	2.95076	3.99376
Cre01.g005600	2.91784	4.26816	4.14149	2.39111	2.73427	2.02834	2.24271	2.02577	2.5803	1.72082	2.0749	1.96013
Cre01.g005651	0	0.0691334	0.039131	0.0338948	0.0395768	0.156831	0	0.0250539	0.219452	0.0877899	0.262583	0.296368
Cre01.g005701	2.11787	0.327008	0.287917	2.51113	0.707266	1.97846	1.828	2.15977	2.32803	3.14516	2.67156	1.85548
Cre01.g005750	0.117014	0	0	0.0549371	0	0.0508388	0.0575197	0.0812466	0.0592845	0	0.0532203	0
Cre01.g005813	3.71815	0.991091	1.16351	4.4271	0.672438	3.19753	3.1277	2.60735	1.82545	2.14423	1.77764	1.8096
Cre01.g005850	30.2974	6.75614	6.16541	39.869	21.8643	72.7889	24.9051	18.7424	34.7847	40.6305	50.4836	111.015
Cre01.g005900	7.68124	6.62987	6.6828	6.98997	4.83524	5.27369	4.42833	3.7853	4.22789	3.61392	4.70035	6.32612
Cre01.g005950	10.3585	24.7802	40.8071	15.6724	20.4003	16.5752	3.88118	2.82167	5.98058	3.1373	5.68714	8.98603
Cre01.g006000	4.30615	4.48154	3.5513	2.63701	1.10319	0.71175	7.61514	6.95057	3.53314	2.84522	1.25525	1.1048
Cre01.g006050	2.82561	5.64728	4.65116	2.63663	3.91045	2.3939	3.24645	3.2839	3.20291	2.90536	2.3919	2.41044
Cre01.g006100	3.39334	2.35507	2.41213	4.61464	7.96083	7.93071	13.2309	14.4763	13.874	19.5683	22.6944	21.1388
Cre01.g006150	9.05409	7.46702	8.5163	8.63879	14.7291	11.5474	30.8657	37.5584	27.788	32.4341	28.3334	22.6304
Cre01.g006202	0.0811744	0.0777363	0	0.0381108	0.0445017	0.0352677	0	0.0281724	0	0	0	0
Cre01.g006250	0	0	0	0	0	0	0	0.0390894	0	0	0	0
Cre01.g006301	0.19159	0.275188	0.207683	0.149917	0.385091	0.16648	0.627825	0.509706	0.323544	0.56946	0.46453	0.458791
Cre01.g006352	0.0559886	0.10722	0.0910334	0.105143	0.0303394	0.121626	0.137601	0.0971358	0	0.0223416	0.0254514	0.0287296
Cre01.g006402	0	0	0	2.24126e-06	0.000341202	0	0	0	0	0.000340127	0	0
Cre01.g006450	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g006500	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g006550	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g006576	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g006600	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g006614	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g006628	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g006642	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g006656	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g006670	0	0.0309897	0	0	0	0	0	0	0	0	0	0
Cre01.g006700	0	0	0	0	0	0	0	0.0231185	0	0	0	0.0341858
Cre01.g006733	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g006766	0	0.0933341	0.176097	0.152539	0.249345	0.197623	0.0958207	0.0676466	0.0658404	0.0263375	0.0886233	0.233407
Cre01.g006800	5.87044	6.09779	5.87485	4.70662	5.05052	3.76693	10.699	9.15332	6.63465	7.28615	6.32439	6.72003
Cre01.g006850	8.16013	6.53404	6.63639	9.03906	14.6825	12.0763	22.5007	25.9857	17.0542	20.3206	20.8205	15.2453
Cre01.g006876	0	0.0761047	0	0.0745913	0.174271	0	0.156202	0	0.0804974	0.193342	0	0.0815333
Cre01.g006900	1.79582	2.04949	2.29335	1.82588	1.1474	1.3418	1.06821	1.19236	1.41389	1.90013	1.49735	1.27949
Cre01.g006950	134.441	179.84	190.543	177.953	187.187	176.96	363.338	402.149	333.48	390.136	368.868	314.033
Cre01.g007000	6.9046	7.77647	8.47358	8.65396	4.73524	3.38307	3.40881	3.25081	3.3593	2.88473	2.93142	3.5274
Cre01.g007050	23.6155	20.8899	19.9349	24.6714	11.5141	11.0043	30.1282	27.2491	25.8467	24.8115	25.6163	27.3357
Cre01.g007051	1150.61	1570.59	1762.36	1237.86	2041.93	1446.34	1653.48	1802.99	1663	1448.89	1589.82	1892.69
Cre01.g007100	1.75636	2.02077	1.87016	1.41773	1.43549	1.15132	1.68113	2.13788	1.76393	1.6231	2.08661	1.96055
Cre01.g007150	5.42118	4.22734	4.15585	4.54501	4.75514	4.2396	3.38804	2.36521	3.53123	3.35907	4.43669	4.80863
Cre01.g007200	17.591	8.29452	8.00721	8.43352	8.0693	7.966	7.5494	8.55618	7.59256	7.45224	8.98683	8.37203
Cre01.g007251	0	0.118941	0.0748035	0.0259237	0.0453935	0.119949	0	0	0.0139863	0	0.0501883	0.0424988
Cre01.g007300	3.48909	0.88333	1.39126	3.76575	0.923416	2.82271	4.13976	3.4518	4.14487	4.06427	4.37629	4.93907
Cre01.g007350	26.2571	2.23327	3.79223	39.5444	6.59694	33.7981	12.517	10.6839	14.4132	11.3824	7.97402	11.3918
Cre01.g007400	1.97168	3.32035	2.3216	2.36211	1.11812	1.56557	4.77896	3.44466	3.06557	1.68102	1.23639	1.98861
Cre01.g007450	0	0	0	0.0367509	0	0	0	0.0543328	0	0	0	0
Cre01.g007500	1.21302	1.22362	1.1269	1.13923	0.712502	0.602424	0.55375	0.721601	0.439031	0.649691	0.433291	0.578085
Cre01.g007550	5.64999	5.77694	5.15811	4.30803	3.16739	3.5806	3.50809	2.56545	2.3244	2.34208	1.97023	2.4851
Cre01.g007600	22.4617	65.3031	72.9031	48.0289	58.3023	38.356	85.3598	79.0611	68.5618	66.2062	65.6774	76.1524
Cre01.g007651	2.7179	1.28945	1.40663	1.26454	3.43586	5.48933	2.07009	2.24284	5.38363	3.81044	8.03588	8.01603
Cre01.g007700	21.7092	16.9924	12.6397	25.7664	12.9128	22.9573	71.9377	87.6583	62.5299	86.9186	77.4647	63.0526
Cre01.g007737	13.4713	17.0169	10.5285	12.9822	4.53401	6.48948	22.7688	19.8275	11.5182	10.727	5.67214	6.23339
Cre01.g007774	8.96579	11.5244	10.878	7.47974	11.0775	8.30011	7.83098	6.58168	8.87487	8.21864	10.9429	11.1125
Cre01.g007811	2.81911	1.77231	1.91373	2.96797	1.71701	2.54861	1.90357	2.43067	1.99083	1.54648	0.90613	1.25663
Cre01.g007850	87.1539	111.669	142.354	131.563	129.984	127.531	96.8663	87.0681	104.615	103.497	116.675	119.432
Cre01.g007901	19.1611	15.7702	18.2326	27.2741	18.0772	21.141	14.7574	12.3219	14.1773	12.9954	13.1295	14.3608
Cre01.g007950	0.251368	0.160483	0.317929	0.236031	0.459359	0.109211	0.658982	0.610692	0.29715	0.475532	0.152393	0.601949
Cre01.g008000	2.19233	2.93971	1.90165	2.36736	2.10362	2.76225	2.64028	3.34866	2.99897	3.20014	2.54249	3.54382
Cre01.g008051	5.40401	4.23018	4.56339	5.26946	3.19088	4.06363	3.52481	4.83401	4.31743	4.59281	5.67134	6.61282
Cre01.g008100	6.25859	4.29676	3.30225	7.22993	1.33896	3.57785	3.14368	1.55214	2.36404	1.63497	1.78395	2.648
Cre01.g008150	3.4444	2.20237	1.74386	1.79418	1.30902	1.96619	1.5447	1.8315	1.3883	1.84381	1.66818	0.967547
Cre01.g008200	0.965841	1.53254	1.2563	1.06238	1.17986	1.43872	1.058	0.804311	1.39802	0.849977	1.55549	1.64258
Cre01.g008250	0.0726211	0.166863	0.283344	0.0681902	0.350255	0.227172	0.0142779	0.010077	0.103012	0	0.14522	0.283201
Cre01.g008300	0.10033	0.288229	0.253779	0.0628034	0.276959	0.145303	0.328785	0.263	0.5422	0.271114	0.287114	0.518513
Cre01.g008350	0.27216	0.0260596	0.147503	0.102222	0.238693	0.425682	0	0	0.0551519	0	0.0742303	0.195516
Cre01.g008402	0.0281764	0.094414	0.091612	0.066143	0.169869	0.0367252	0.221588	0.703757	0.271209	0.468083	0.768322	0.187952
Cre01.g008450	7.39545	1.90205	1.72256	6.08337	1.00511	4.51426	3.39479	3.79631	3.93245	3.44328	2.27837	3.07354
Cre01.g008500	3.48486	3.33721	3.48073	2.3163	3.52039	2.58582	2.88702	3.15266	3.61039	4.69818	5.62572	3.89797
Cre01.g008550	41.0942	19.3856	24.8852	60.0927	14.2663	20.8537	15.1898	17.1487	18.3484	18.2979	17.734	16.6445
Cre01.g008600	1.0141	2.19733	2.48748	1.10258	3.27641	1.65416	1.38168	1.59242	1.62236	2.32137	2.13474	1.75279
Cre01.g008650	11.5908	14.1505	12.6962	9.24959	17.2234	14.914	1.39499	0.704233	1.16492	0.679867	1.13914	1.36062
Cre01.g008700	3.29658	2.42902	1.78734	2.20253	1.59912	1.7077	4.98615	5.32662	3.85435	4.11344	3.11431	3.77382
Cre01.g008750	0	0.029038	0.0657445	0.0284753	0	0	0	0	0.0307269	0	0	0
Cre01.g008800	2.21089	5.56862	3.87082	2.37941	6.97229	4.00481	1.12014	0.932199	1.27513	1.21287	1.88601	1.93731
Cre01.g008850	4.11758	3.63131	4.10315	2.94611	4.22718	3.388	1.69116	1.74125	1.63589	1.78815	2.8515	1.90295
Cre01.g008891	2.70788	4.32308	4.05495	1.39241	2.68696	1.90479	3.92995	3.89506	2.74391	4.13114	2.75673	3.11008
Cre01.g008900	0.0514914	0	0.055828	0	0	0	0	0	0	0	0	0
Cre01.g008950	7.84607	3.94917	4.15309	14.9349	3.3153	9.82595	8.6462	6.89113	6.89781	5.56679	4.12842	5.87406
Cre01.g008976	0	0	0	0	0	0	0	0	0	0	0	0
Cre01.g009000	0.798563	3.54681	2.75549	0.818007	1.67213	0.31541	2.78358	3.07554	2.28048	2.76782	1.38712	1.34119
Cre01.g009025	0.887081	1.48687	1.14217	1.19738	0.729592	0.578114	0.708588	0.538911	0.561791	0.404651	0.806884	0.739727
Cre01.g009050	0	0.143551	0	0	0	0	0	0	0.151746	0.364859	0	0
Cre01.g009101	9.86124	1.89901	6.62841	12.5703	2.92919	14.6962	5.25331	13.5146	5.69359	12.7488	16.2529	6.21916
Cre01.g009150	2.07606	2.28788	2.9278	2.53421	1.2528	1.35298	3.36802	2.23605	2.10385	1.011	1.32297	1.06546
Cre01.g009200	4.87005	2.54428	1.50012	3.01396	2.24547	3.94324	3.64529	5.30243	3.25245	3.76985	3.47333	2.15834
Cre01.g009250	21.9057	4.21743	5.1074	20.1203	5.09073	21.0969	10.507	7.01311	11.3657	7.56877	5.10607	6.99126
