gene_id	WT_VLCO2_1	WT_VLCO2_0	WT_LoCO2_0	WT_LoCO2_1	WT_HiCO2_0	WT_HiCO2_1	cia5_VLCO2_0	cia5_VLCO2_1	cia5_LoCO2_0	cia5_LoCO2_1	cia5_HiCO2_0	cia5_HiCO2_1
Cre06.g298880	8.64697	8.84783	9.44917	10.935	8.18064	6.78655	4.66166	5.49325	5.29928	5.68131	5.73831	5.117
Cre06.g298911	5.2368	7.49124	7.06123	10.7341	7.31672	8.37949	5.05399	4.3879	4.72374	4.81453	4.32593	4.09635
Cre06.g298950	10.5022	7.12701	8.06808	8.91989	11.5745	13.2989	3.57999	4.5067	3.85026	6.20541	9.0723	9.64118
Cre06.g299000	203.906	142.434	195.343	410.863	857.172	723.76	606.538	661.339	672.397	883.417	884.853	830.253
Cre06.g299050	10.5917	12.4205	11.9319	16.7375	14.1075	21.7293	18.032	18.5088	18.6899	21.4091	23.1674	27.8919
Cre06.g299100	4.86561	4.88797	4.40942	5.89193	6.09195	6.07618	6.53444	7.58329	6.33083	6.78852	6.64737	5.23899
Cre06.g299150	15.8539	6.66704	12.0594	26.7533	13.3584	27.6179	3.34778	1.81212	4.90738	2.57671	6.88127	6.71798
Cre06.g299200	2.79939	3.50104	3.62273	1.66299	3.19426	2.4325	1.96571	1.92289	2.57594	2.54697	2.3893	1.8762
Cre06.g299250	7.33365	4.00782	2.83044	8.14807	3.28367	7.10649	9.43668	7.91519	8.52016	5.82097	5.16736	6.26548
Cre06.g299300	29.1625	14.2863	16.3807	28.9595	11.8864	22.2562	20.4178	17.015	19.4405	15.4401	12.1707	17.7708
Cre06.g299350	39.5566	35.1443	39.2043	39.0539	21.1759	23.1423	26.2174	23.7131	22.8618	23.6454	19.1527	24.9147
Cre06.g299450	3.49539	4.62604	3.23579	2.3233	2.6698	1.97935	2.85713	3.62561	2.66623	2.26067	2.17852	2.05564
Cre06.g299476	0	0	0	0.112108	0.0654668	0	0	0	0	0	0	0
Cre06.g299500	0.575144	1.84907	1.91508	0.578628	1.03602	0.392672	23.0207	26.1776	31.4278	31.7083	38.0682	39.4636
Cre06.g299550	0.234428	0.5989	0.33899	0.440249	0.257139	0.611109	55.0083	51.1818	77.1256	74.9325	83.5495	93.5172
Cre06.g299600	5.67178	5.52405	5.73234	7.85319	4.26918	3.42484	1.51213	1.40145	2.04556	1.2082	2.40432	2.86117
Cre06.g299650	88.8101	62.4382	71.018	85.482	69.5211	67.0673	49.6756	44.9194	54.4584	56.9307	66.4999	72.0434
Cre06.g299700	9.3423	10.8436	8.06035	8.64424	8.52614	7.88086	23.8672	20.9314	14.9947	16.5938	14.2694	14.6977
Cre06.g299750	14.0889	10.1437	10.5789	12.2899	7.77307	9.99673	14.1797	13.0874	12.5028	16.9097	11.1523	16.0008
Cre06.g299800	7.51783	9.43671	6.2772	3.61687	1.1649	0.73866	1.82804	2.24903	0.48449	0.667492	0.507173	0.354412
Cre06.g299850	5.34489	2.95468	2.26129	2.12176	2.2394	2.00124	2.69136	2.20198	2.90602	3.20612	4.66309	2.98802
Cre06.g299900	11.4912	1.90917	1.67782	10.9625	3.71024	8.20695	5.20983	6.79088	4.49245	4.21048	2.33747	2.20782
Cre06.g299926	0.179028	0.085767	0	0	0	0.38891	0.0880093	0	0.0907096	0	0	0.0918769
Cre06.g299950	3.53074	5.91565	6.73428	5.80181	8.49953	7.24889	2.56913	2.77401	2.17448	2.27227	2.81611	2.52218
Cre06.g300001	0.0269262	0.0515641	0.116745	0.0505667	0.0295189	0.0467944	0	0.0186856	0.0272823	0	0	0
Cre06.g300050	11.9119	15.765	15.6858	16.431	10.9541	12.1685	16.791	17.7617	17.3311	19.968	18.3247	14.3969
Cre06.g300100	3.31383	6.76765	4.74592	3.58132	5.69142	2.71652	4.97912	5.0363	3.86476	4.56399	4.1522	3.52946
Cre06.g300139	11.8293	21.607	23.6355	20.6516	21.3003	21.2343	5.52497	3.63054	4.79448	4.5534	6.83765	5.34142
Cre06.g300144	8.03917	9.98333	10.0907	7.05941	7.91958	4.26894	10.1725	9.82268	9.80572	9.60113	7.92435	9.54991
Cre06.g300150	5.66293	6.49436	7.63107	5.63968	5.27084	4.10061	7.25487	7.98686	5.82547	6.05675	4.60707	5.10784
Cre06.g300200	9.32648	6.99714	7.86488	6.56808	5.56814	5.898	8.76148	8.05771	7.14024	6.80656	9.61382	7.49801
Cre06.g300250	1.46906	1.43459	1.35334	0.910424	1.33656	1.30205	1.47303	1.66138	1.48846	1.53574	1.56231	1.23624
Cre06.g300300	22.2937	26.9908	28.4268	23.7687	20.418	17.8413	24.3909	21.8706	20.04	18.812	14.2347	14.7199
Cre06.g300326	3.9155	6.97377	4.29943	3.83125	3.20645	1.8893	4.22287	5.01255	3.34022	4.42106	2.88668	2.40191
Cre06.g300350	3.1536	6.44104	3.2817	3.01756	2.75742	1.81372	4.38322	3.86743	3.12141	3.86476	2.28164	1.51204
Cre06.g300400	1.70162	1.51347	1.64742	1.31248	0.466533	0.7393	1.61317	1.81451	3.01743	2.46439	2.15604	2.61965
Cre06.g300450	0.344246	0.2697	0.271388	0.411399	0.17155	0.299128	0.184592	0.0868761	0.0951278	0.126841	0.170724	0.096352
Cre06.g300500	0.814266	1.99067	1.74924	0.805544	1.97637	0.391677	2.04402	1.75536	1.31118	1.47291	1.07054	0.805788
Cre06.g300550	25.0815	19.6509	27.7203	43.8635	73.3585	72.9402	51.8322	52.5221	74.5169	75.1456	88.3404	84.3762
Cre06.g300600	0.150205	0.0784376	0.0443973	0.243615	0.359225	0.522075	0.751709	0.540006	0.691761	0.652867	0.992922	0.784743
Cre06.g300650	3.09218	2.20615	4.40342	3.67209	11.0343	7.92902	5.275	6.39581	7.7406	9.73119	12.486	12.787
Cre06.g300700	40.5231	44.1488	87.1999	82.7583	188.317	126.637	60.1974	84.6659	92.3318	149.088	184.671	155.701
Cre06.g300750	19.9608	13.0862	16.3039	20.6502	19.3188	25.9042	11.32	11.3273	16.3095	16.5844	22.9606	22.4594
Cre06.g300800	233.584	222.206	283.113	312.889	668.548	448.618	508.736	594.452	550.235	673.667	743.647	709.566
Cre06.g300850	3.48029	3.62168	3.69736	2.84169	2.21655	1.96032	3.38069	3.51217	2.9966	3.02097	1.68797	1.59522
Cre06.g300900	5.04553	5.49846	5.65862	6.6981	5.77079	7.78582	5.7727	6.52167	6.74313	6.20678	6.64532	7.90126
Cre06.g300933	1.75874	5.77721	6.26755	3.46015	4.04223	2.91093	5.8462	6.63203	6.53478	6.99887	6.02103	7.39251
Cre06.g300966	0.0986849	0	0.106994	0.0463319	0.0541064	0	0	0.0685095	0	0.0400101	0	0
Cre06.g301000	2.11034	3.87264	4.12985	3.04576	2.18484	2.51292	3.61128	2.64387	2.98955	2.35961	2.16704	2.04542
Cre06.g301050	4.06944	3.01685	3.20175	4.43746	3.70597	4.42011	5.64597	5.03363	3.82404	5.18767	4.44608	4.34478
Cre06.g301100	23.1634	12.8345	15.6071	25.038	16.5117	34.098	21.8136	22.2832	20.9084	21.443	21.3957	20.3057
Cre06.g301150	3.46349	1.30145	1.41275	3.70678	1.69421	3.57587	2.28816	2.51945	2.24516	2.76166	2.28511	2.25494
Cre06.g301201	0	0.0240197	0.0271913	0.0235555	0	0	0	0	0.0508356	0	0.0228062	0
Cre06.g301251	1.67865	6.43623	7.14597	5.81994	4.67654	3.81492	1.9045	2.33395	2.0938	1.46789	0.823223	1.59056
Cre06.g301300	0	0	0	0	0	0	0	0	0	0	0	0
Cre06.g301325	0	0	0	0	0	0	0	0	0	0	0	0
Cre06.g301350	0.701189	0.399596	0.560926	0.266498	0.640519	0.275631	0.213355	0.347506	0.456717	0.487071	0.16693	0.342663
Cre06.g301400	0	0	0.115238	0.0997443	0	0	0	0.147634	0	0	0.0967071	0
Cre06.g301450	14.5175	22.4228	23.2042	24.0152	30.4054	24.8699	20.2304	22.0172	20.3118	20.3478	21.0756	19.2684
Cre06.g301476	0	0.27796	0.0786655	0	0	0	0.071317	0	0.0735051	0.0588429	0	0.074451
Cre06.g301500	6.26957	8.86032	9.84409	4.91931	7.17885	4.98144	7.04983	5.67637	6.48295	4.95952	5.30905	5.64092
Cre06.g301550	7.48103	12.766	9.25361	8.16237	5.43055	4.48629	13.8807	12.0701	9.60893	7.43355	6.51687	6.97502
Cre06.g301600	5.20608	4.95502	4.50067	4.4297	4.50174	4.77582	3.93215	4.42769	4.65607	4.29318	3.85787	3.57224
Cre06.g301650	6.19455	4.17473	4.82547	8.66027	14.9935	14.5133	34.0131	41.0904	41.7983	51.6403	54.7919	51.0484
Cre06.g301700	0.291158	0.464988	0.105277	0.546788	0.745337	0.505997	0.763383	0.539457	0.491753	0.945142	0.530054	0.597697
Cre06.g301725	0.779565	0.66392	1.03343	0.813334	0.66513	0.376329	0.936779	1.50428	0.789972	1.26506	0.94596	1.33356
Cre06.g301750	19.3909	38.5361	26.2043	10.4289	23.6579	4.31125	14.991	13.3659	6.22651	4.94553	0.910717	1.35476
Cre06.g301800	1.86352	1.66793	3.77657	1.75316	1.34509	1.28942	2.78805	2.86405	2.2883	2.4596	1.99628	2.84318
Cre06.g301802	0.426403	1.02088	1.06322	0.640619	0.6078	0.370518	0.544954	0.769562	0.432057	0.518573	0.348991	0.481378
Cre06.g301806	0.816472	1.84337	2.52943	0.657134	1.34308	0.405407	1.03204	0.809861	0.709135	0.945931	0.795745	0.418985
Cre06.g301850	2.65158	3.03232	2.55458	1.86735	1.93776	1.63204	2.06358	2.40198	1.49256	1.67139	1.55667	1.07713
Cre06.g301900	1.52355	2.57799	2.91882	2.03113	3.44761	2.87746	2.34381	2.71842	3.04185	2.95118	3.30054	2.28822
Cre06.g301951	2.12355	4.08076	3.24531	1.72143	2.67942	1.68593	4.14504	4.74866	3.56018	3.23134	2.91618	1.89707
Cre06.g302000	15.9376	17.6109	15.3756	10.9552	4.27384	2.49048	11.1574	10.0327	6.18682	4.67019	2.82302	3.57576
Cre06.g302050	0.650522	0.614345	0.428711	0.569559	0.558857	0.557625	1.58142	1.86006	1.47853	1.1967	0.782986	0.622477
Cre06.g302100	0.0387887	0.111435	0.0420499	0.0728442	0.085058	0.13482	0.0381327	0.0269232	0.0393027	0.0628934	0	0
Cre06.g302150	2.58149	3.79798	3.50913	2.58833	3.54911	2.8388	2.76711	2.87379	2.71901	3.12025	2.77067	2.72407
Cre06.g302200	5.26197	2.41636	2.06612	4.13424	2.61943	2.7294	3.51015	3.65157	3.07381	3.52523	2.92891	2.25926
Cre06.g302250	3.12868	4.30199	3.36568	2.98197	4.10031	2.43246	2.72879	3.4606	2.47883	2.80274	2.65179	1.61749
Cre06.g302276	0.0398761	0.0381869	0.0432292	0	0.0437217	0	0	0	0	0.0323289	0	0.0409245
Cre06.g302300	0	0	0.972827	0	0	0	0	0	0	0	0	0
Cre06.g302305	2.12635	8.91747	9.08546	11.3558	11.231	11.4325	8.49386	9.05462	7.13826	8.30967	6.29432	6.82087
Cre06.g302350	9.69401	14.987	15.6463	13.9028	9.0422	5.27018	4.53571	5.71219	4.69201	5.83148	4.8891	4.13424
Cre06.g302389	0	0.199843	0.226231	0	0.228808	0	0.20486	0	0.211146	0	0	0.213863
Cre06.g302400	0.0555445	0.0265924	0.0602074	0.0260778	0.0608934	0	0.0819059	0.019273	0	0	0	0.0855053
Cre06.g302426	0.0560226	0.0536585	0	0.0526044	0	0	0.0550771	0.0777935	0	0.045432	0	0
Cre06.g302450	6.76996	10.3243	10.6735	8.20618	14.2226	11.2306	7.4055	8.8149	6.95924	10.0166	10.8322	8.31203
Cre06.g302500	0.334999	0.88263	0.363336	1.10096	1.92925	1.60101	0.494045	0.40723	0.509203	0.883353	1.06702	2.23494
Cre06.g302551	0	0.0353807	0.0400524	0	0	0	0.0363219	0.0512879	0	0.0599051	0.100788	0.0379181
Cre06.g302600	7.81291	7.30381	8.26822	8.75706	5.31539	6.78893	5.40378	5.46505	5.8199	5.83255	6.6824	6.05325
Cre06.g302650	14.2874	7.77837	6.81925	11.1224	15.334	17.8265	15.7272	15.6442	20.9118	18.6688	21.384	23.9382
Cre06.g302700	22.504	24.9928	32.3221	29.3763	39.8106	34.0342	27.022	16.3293	24.0438	21.5563	25.664	32.9879
Cre06.g302750	31.0255	23.3543	23.9448	31.4957	27.6433	33.5576	20.8175	21.9581	25.2375	26.2456	33.8577	43.4202
Cre06.g302800	39.5374	32.4276	35.3774	50.2241	44.6166	53.92	48.4969	46.9316	51.7425	50.9788	56.424	59.9377
Cre06.g302850	9.44053	11.2484	11.5839	10.9313	7.52956	9.1019	5.94378	6.0912	6.55605	5.93244	5.35217	6.50435
Cre06.g302900	7.01243	9.85468	9.49152	9.23399	8.09829	9.80707	9.54536	9.01503	9.0394	9.62139	10.2257	10.6462
Cre06.g302950	6.57842	0.207189	0.469093	10.9724	2.01636	10.2103	2.82929	3.07818	2.47759	2.38522	1.65242	1.59895
Cre06.g303000	3.74264	4.8032	5.11377	2.78526	3.57896	2.66397	2.91596	3.21851	1.97673	2.27492	2.11732	2.14518
Cre06.g303050	2.29107	3.61472	3.14209	3.9862	0.147809	0.292764	0.794984	1.02948	0.273125	0.382598	1.1648	0.96824
Cre06.g303100	4.4457	5.14661	5.71829	6.35513	5.71069	5.01618	6.84923	6.1709	4.57179	5.56715	3.95173	5.51589
Cre06.g303150	3.13662	4.32219	4.43966	2.98094	4.92781	4.29477	3.40107	3.85749	4.08324	3.48126	3.66283	3.34569
Cre06.g303171	3.00027	2.92349	2.32821	2.48381	4.45648	5.07525	2.00699	3.12874	3.4716	4.58961	6.03545	4.68229
Cre06.g303183	7.83086	4.69306	3.54183	6.58713	7.70169	11.0574	3.36892	3.74488	4.29901	4.63918	5.94683	6.36403
Cre06.g303192	0.62842	1.1635	1.04462	0.629416	0.872782	1.09211	0.576609	0.494369	0.679201	0.815198	1.10485	1.07491
Cre06.g303200	3.23604	2.8087	1.24648	1.97692	7.23287	4.39573	1.44684	1.39298	0.987568	0.702938	0.965621	0.720199
Cre06.g303251	0.288468	0.27617	0.326847	0.270867	0.632396	0.353204	0.5027	0.818739	0.969822	0.913798	1.21564	0.793916
Cre06.g303300	26.7083	30.8057	34.648	30.3482	18.7464	15.8933	22.3749	22.2581	18.1121	21.9528	20.275	20.9584
Cre06.g303350	3.18096	2.90225	3.69616	5.54706	1.99374	3.68541	3.49971	3.47178	3.06986	2.64195	3.44572	3.10937
Cre06.g303400	8.71605	3.96864	4.08269	8.15465	4.02554	6.83414	3.84254	3.89307	3.73686	3.21878	3.43839	3.1056
Cre06.g303450	1.35786	0.628092	0.810239	1.56153	0.786023	1.52459	1.07987	1.13264	1.37579	0.939663	1.01236	0.798519
Cre06.g303483	7.97928	9.36478	8.74818	10.0381	6.41638	5.28713	5.22426	5.04454	4.55736	3.79491	2.17027	1.89699
Cre06.g303500	4.64789	4.48771	4.33073	6.16774	5.22239	5.57411	4.53152	4.95908	5.83819	4.79577	4.36617	6.34697
Cre06.g303536	1.74899	0.386535	0.437574	1.85282	0.196693	1.75357	1.14629	1.64992	1.54498	1.41808	1.2643	1.51884
Cre06.g303572	1.34574	1.46283	2.16855	1.09287	1.83436	2.02268	2.14536	2.34771	2.21118	2.59473	3.67101	3.54609
Cre06.g303600	2.5967	2.19411	2.35963	2.29484	3.51697	2.72091	3.3036	3.39265	3.21149	2.84817	3.7502	2.97849
Cre06.g303650	2.54157	2.31639	2.29032	3.2491	6.21067	4.52337	5.08741	4.73903	6.01917	5.41115	8.99267	8.23359
Cre06.g303700	12.5094	14.4357	27.1373	20.2343	34.1579	22.6126	14.5436	19.5381	22.6697	30.6007	40.8052	37.2069
Cre06.g303751	0.358831	0	0.0228781	0.178379	0.0231387	0.220096	0.02075	0.0146464	0.0213867	0	0.0767523	0.0216619
Cre06.g303800	6.85698	0.558789	0.632573	3.01382	0.991659	3.14395	2.20872	2.06545	1.80345	1.51371	2.41411	1.31759
Cre06.g303850	13.7132	11.619	10.5133	8.10299	13.4904	10.097	20.9571	22.0923	12.5965	14.9976	16.5888	13.3724
Cre06.g303900	11.6043	14.4655	15.7483	14.3282	14.4585	13.3916	30.6305	26.8657	19.7199	19.6523	19.2736	21.0677
Cre06.g303950	2.90408	6.77293	6.91421	4.09033	4.56967	3.78519	5.64814	4.1208	6.1413	4.81316	6.20268	5.63717
Cre06.g304000	2.6204	1.59537	1.4265	1.42869	1.31039	1.66838	0.605407	0.712111	0.709626	0.704547	0.603661	0.408949
Cre06.g304050	0.999029	0.956936	1.2187	1.23122	1.91736	2.00747	1.53466	1.6042	2.53079	2.43079	2.49926	3.2042
Cre06.g304100	3.91767	4.03348	4.61916	4.27642	4.0274	4.21271	2.93677	2.88971	4.71398	4.20911	5.83456	6.83528
Cre06.g304150	2.63716	2.5462	2.54612	2.60112	1.87061	1.94491	3.02819	3.10626	1.97595	2.22719	1.2692	1.41006
Cre06.g304250	1.99059	1.98281	1.98275	1.92316	2.3837	2.19962	0.893576	1.0617	1.41063	1.01631	1.30727	0.89742
Cre06.g304300	86.2999	57.5154	50.2298	78.0913	51.4896	74.2629	55.1943	52.435	44.6773	50.3971	67.1103	71.703
Cre06.g304350	139.671	260.589	290.107	223.026	188.382	226.143	179.956	134.365	189.463	145.419	170.355	225.673
Cre06.g304400	12.7028	13.8163	21.6727	16.967	8.20637	7.61533	13.4079	15.7573	9.87806	13.4143	12.2696	12.5317
Cre06.g304450	1.35917	1.40348	1.18438	1.70165	0.701193	1.18103	1.02176	1.33157	1.08011	1.08007	1.2599	1.64102
Cre06.g304500	96.7105	81.6583	76.5585	146.749	86.6501	126.344	49.7445	46.9811	48.1872	47.9317	63.8013	78.7163
Cre06.g304550	6.86858	5.1966	5.67774	4.31789	6.22097	5.47522	5.10698	5.76501	5.38163	5.09444	5.19826	4.92819
Cre06.g304600	8.02047	6.00371	5.5471	8.7863	17.1342	17.9439	10.9211	13.7593	15.6466	15.8468	21.5891	22.0925
Cre06.g304650	7.34091	8.0361	8.10562	6.58333	8.23296	8.0798	6.79801	7.46211	7.02814	6.87958	7.25226	5.61189
Cre06.g304700	2.77084	1.37459	1.19422	3.44815	0.951617	1.13133	2.65832	2.8035	2.70605	2.40854	1.45699	1.30192
Cre06.g304750	10.8884	5.2479	5.43274	10.1225	7.66878	13.0015	6.69899	7.43215	7.6717	8.44704	8.85163	6.88238
Cre06.g304800	8.18944	7.81469	7.38734	5.37231	5.99565	5.58079	6.2035	5.97517	5.11507	5.29684	6.4766	5.32481
Cre06.g304850	4.68967	4.37453	3.74687	4.10845	2.54404	2.3736	3.32696	3.30459	3.50252	2.48831	2.52727	2.13352
Cre06.g304876	1.06632	0.723348	0.915197	0.876102	0.194868	0.579103	0.393112	0.246734	0.360154	0.288189	0.323244	0.455986
Cre06.g304913	0.0724818	0	0	0.0340297	0.0397344	0	0	0	0	0	0	0
Cre06.g304950	1.84393	4.13647	3.54055	1.75616	2.59903	1.0758	1.26889	1.02367	1.17437	0.8754	1.07768	0.973214
Cre06.g305000	5.74507	5.31986	5.2353	4.00145	4.39516	3.15436	3.56869	3.11085	3.16643	2.40529	2.66917	2.72124
Cre06.g305050	7.74186	4.65031	2.51773	6.97211	3.89679	6.97182	6.91898	7.18065	4.74229	4.9638	4.63966	4.69497
Cre06.g305100	0.135305	0.0431831	0.0977703	0.0423498	0.0247211	0.0391905	0.0221687	0.0156481	0.0456977	0.091386	0	0.0231429
Cre06.g305150	3.98961	8.58423	8.10206	5.3517	6.41612	5.69533	5.17187	4.9131	5.08624	4.53046	3.96559	4.49929
Cre06.g305200	7.57033	10.4471	13.0788	11.0843	15.7607	15.5534	10.7856	9.71182	13.4568	9.73049	16.6338	18.5026
Cre06.g305250	0.930529	0.64366	0.672601	1.26209	0.340132	0.898413	0.762347	0.933144	1.62386	1.04801	1.08145	1.75087
Cre06.g305251	0.957788	0.473775	0.692043	0.794426	1.01489	1.13742	2.00863	2.17082	1.64974	2.17333	2.08945	1.21227
Cre06.g305302	0.864194	2.04283	2.31256	1.87652	2.84222	2.53439	1.53983	1.21817	1.39553	0.853704	0.78568	0.970039
Cre06.g305350	1.60826	2.04755	2.96694	2.04029	4.31356	3.41936	2.65741	2.2911	2.49625	1.98276	2.55054	2.31768
Cre06.g305400	2.74799	5.18431	3.65698	4.24093	4.6233	2.90796	5.21568	5.89091	3.83191	4.49891	4.05671	2.59679
Cre06.g305450	1.54898	0.831436	0.737714	1.16798	0.540293	1.01967	0.830582	0.846857	0.713388	0.28533	0.597402	0.578055
Cre06.g305500	0.883211	0.966864	0.547255	0.533127	0.761052	1.20603	0.372121	0.350438	0.319612	0.204648	0.688708	1.23025
Cre06.g305516	0	0	0	0	0	0	0	0	0	0	0	0
Cre06.g305550	6.92377	6.99412	6.21681	7.36478	6.28764	6.25133	9.51901	8.9381	6.63206	8.81685	6.59288	7.88324
Cre06.g305600	4.42933	4.91894	4.54672	2.74322	2.94512	2.29291	2.50152	1.96266	2.76925	2.78911	2.18558	2.94997
Cre06.g305650	5.39954	8.42245	8.43322	4.63396	6.81071	3.45584	6.30696	4.49258	5.2945	3.27081	2.42818	3.09841
Cre06.g305700	23.8546	20.9993	26.1175	23.9292	19.2402	21.1228	3.5189	2.91039	2.65249	2.48999	3.37573	4.05735
Cre06.g305750	8.65279	10.9317	7.04635	9.72693	6.05764	8.22472	7.22852	8.0645	5.68034	5.43431	5.06097	5.75344
Cre06.g305800	4.46794	8.96791	8.33378	2.49098	4.90399	2.66913	2.8831	1.26206	1.41503	2.38125	4.19713	3.72641
Cre06.g305850	2.78346	5.53335	4.82098	2.86932	5.34028	3.18106	2.11174	1.9947	1.56343	2.30532	2.72327	2.85659
Cre06.g305900	7.29494	7.22593	8.34257	9.94636	6.68435	8.72677	7.36822	6.83345	7.4424	8.26519	8.81611	9.99962
Cre06.g305950	0	0.0685066	0	0	0	0	0	0	0.0724656	0	0.065066	0
Cre06.g306000	3.8276	1.37681	3.1172	5.38117	11.8691	7.97492	1.76703	2.01028	3.17111	3.25641	4.09466	4.79617
Cre06.g306007	0	0	0	0	0	0	0	0	0	0	0	0
Cre06.g306014	0	0	0	0	0	0	0	0	0	0	0	0
Cre06.g306021	0	0	0	0	0	0	0	0	0	0	0	0
Cre06.g306028	0	0	0	0	0	0	0	0	0	0	0	0
Cre06.g306035	1.00173	4.25323	4.14797	1.97229	3.30709	2.09966	1.4181	1.21532	1.8676	2.0193	2.53826	3.22379
Cre06.g306050	3.52584	4.96319	5.38921	5.0654	5.52792	4.25859	3.22356	2.93656	3.42964	3.45853	3.4945	3.72707
Cre06.g306057	11.395	9.38155	9.10947	8.15953	8.22452	7.12342	5.64147	6.25936	5.19157	5.68267	6.56027	7.6562
Cre06.g306079	0	0	0	0	0	0	0	0	0	0	0	0
Cre06.g306100	13.9094	11.8101	11.0209	10.1694	27.8802	18.6724	19.7352	16.9518	22.5351	15.0842	21.4504	28.2109
Cre06.g306150	4.35249	1.76941	2.66194	4.38374	1.91924	4.92299	2.6055	1.90667	3.42455	2.93651	2.10001	2.57027
Cre06.g306200	5.1843	1.58919	2.47367	7.65897	2.04697	5.34574	4.34939	4.56038	3.71235	3.53238	2.76715	2.4831
Cre06.g306250	3.64732	4.72337	4.12547	4.59221	3.49237	3.11063	4.4883	4.3222	4.81739	5.36474	4.44294	3.50038
Cre06.g306300	98.3292	129.89	216.08	209.345	430.31	326.633	171.509	240.987	243.507	345.613	435.723	340.216
Cre06.g306350	23.2188	27.2359	32.4112	33.6746	39.8408	40.4846	59.8196	79.9947	60.8785	84.9184	91.2036	70.5494
Cre06.g306400	11.5789	9.24054	9.23269	13.0784	8.37189	8.38446	7.30007	6.40657	6.41882	5.91836	7.59203	8.95561
Cre06.g306450	0.132609	0	0.0719002	0.311296	0	0.115229	0.0651871	0.0460439	0	0	0.0603217	0.136103
Cre06.g306501	0.182927	1.22652	1.65294	0.458042	0.73558	0.900728	1.43873	1.35486	1.29751	1.87921	1.16484	0.876141
Cre06.g306550	37.1563	56.4692	50.0658	39.4136	42.2307	31.1392	9.22278	9.5642	5.37486	6.21453	4.38023	3.99387
Cre06.g306601	9.55855	7.17966	9.36032	12.2452	23.7258	23.0956	16.7327	20.0506	21.4585	29.8144	36.575	30.7787
Cre06.g306650	6.19954	4.60676	2.92355	4.33851	3.12583	4.18167	6.08819	6.57176	4.55796	4.99738	4.30904	4.50744
Cre06.g306700	16.3556	11.4779	11.5667	16.2403	13.6053	20.3787	33.0365	32.2024	28.1449	32.1634	24.7914	28.7483
Cre06.g306726	0	0.13964	0	0	0	0	0	0	0	0.118304	0.132694	0.149517
Cre06.g306750	7.63667	9.73809	8.75814	13.247	5.90529	8.13757	7.78413	6.77935	5.82377	7.10374	5.9576	5.98122
Cre06.g306800	2.99994	4.91793	4.50389	3.41279	7.84507	6.16599	5.67177	5.44767	9.76246	7.62621	10.6529	11.7828
Cre06.g306850	31.209	19.9667	18.7189	29.6696	29.0136	37.396	22.3215	18.9071	27.1178	24.1487	32.5818	39.6053
Cre06.g306900	0.264132	0.112407	0.0318122	0.275573	0.160873	1.6321	2.91396	2.79029	5.3228	5.13843	10.6731	10.9332
Cre06.g306950	14.9108	16.7657	17.4388	14.4697	15.5157	10.8147	12.2199	12.8425	11.1392	10.7477	9.55333	8.1632
Cre06.g307012	4.24003	4.77914	7.03325	6.94781	5.92782	3.75656	6.4574	6.64126	5.39182	6.00332	4.76645	4.01057
Cre06.g307075	3.35099	7.92162	12.2396	7.13214	6.74105	4.95006	7.68788	7.21944	4.86745	7.25369	5.59351	7.1085
Cre06.g307100	6.0737	10.6846	12.0584	7.30512	9.38999	8.2723	6.40701	6.44152	8.2977	8.63024	10.1454	12.0464
Cre06.g307150	62.7092	86.4765	86.38	67.9771	75.021	47.9947	88.4251	84.0364	54.9527	64.9875	43.862	39.8192
Cre06.g307200	97.5142	150.702	160.237	140.028	146.88	131.49	142.415	116.151	114.512	119.355	118.976	144.954
Cre06.g307250	6.24527	2.05851	2.46349	6.51794	2.8058	6.22742	5.17322	6.43625	4.83402	4.94538	4.93268	2.8789
Cre06.g307300	2.05555	1.17351	1.45702	1.55895	1.56031	1.30526	2.17623	2.63404	2.48333	2.11516	2.94759	2.7587
Cre06.g307350	4.32428	5.59326	4.2212	2.517	3.10494	2.37318	7.0602	7.58091	4.43271	5.39066	3.49448	2.90666
Cre06.g307400	7.45548	5.79957	6.10011	8.19392	8.69028	9.56505	10.0278	9.59897	10.0771	12.2328	13.8367	13.1728
Cre06.g307450	13.6371	12.1017	13.8233	14.332	12.8236	14.775	15.734	14.1957	16.5925	14.4533	16.2632	19.6461
Cre06.g307500	1710.82	1039.89	1559.31	2282.96	197.44	167.988	205.64	212.272	166.71	187.12	181.459	140.628
Cre06.g307551	4.84321	5.19063	5.16377	4.23939	8.37418	5.34972	7.99001	10.2066	9.23336	12.5875	13.3716	8.5939
Cre06.g307600	40.126	19.1595	22.1467	29.8706	21.0115	30.2599	21.62	17.9888	23.0159	19.0078	19.0728	22.5701
Cre06.g307650	3.36572	3.44615	3.251	2.97254	2.95924	2.95362	5.47172	5.29608	3.9166	3.67376	4.54479	3.35145
Cre06.g307700	1.00662	1.95115	1.49026	0.737717	1.10352	0.618682	0.893022	0.340741	0.298515	0.47759	0.379442	0.579517
Cre06.g307750	2.69413	2.34056	1.49466	2.41209	2.26753	1.03441	2.5871	3.04543	1.20626	0.863869	0.455976	0.643045
Cre06.g307800	3.85427	9.77483	8.71115	4.3837	4.88144	3.5378	7.04472	8.06556	6.38076	5.45873	3.99952	4.90287
Cre06.g307850	4.08877	3.71504	4.49952	2.1743	3.93334	2.86406	1.88669	1.51989	1.92344	1.67381	2.52218	2.67609
